run_timestamp,snapshot_timestamp,feature_file,optimizer_primary,optimizer_used,bo_n_initial,bo_n_iterations,optimizer_evals,converged,tags_processed,variables_total,integer_vars,continuous_vars,constraints_total,seu_total,seu_with_data,ods_alerts,dag_nodes,dag_edges,circular_tags,inferred_evaluated,sub_models_executed,ccp_issues_total,boilers_on,boilers_off,hp_demand_tph,hp_supply_opt_tph,hp_constraint_ok,baseline_fuel_cost,optimised_fuel_cost,hourly_saving_usd,annual_saving_usd,pct_improvement,fuel_rate,power_rate,dmw_rate
2026-03-06T04:41:56.660013,2024-11-29 00:00:00,/content/EO_UN_FF_Rev_14.xlsx,bayesian,Bayesian_GP_EI,10,50,60,True,437,141,41,100,30,57,57,6,3666,7453,13,2239,123,3,"[1, 2, 3, 4]",[5],389.4,389.84,True,1339.74,1300.89,38.85,340324.0,2.9,1.185,13.334,1.9573333333333334
